Full Name,Weight,Date,Location,Division,Sex,Class,Equipment,Lift,Record Type,Record Name
Standard,162.5,,,T18-19DT,M,67.5,Single-ply,D,Single Lift,National
Standard,200,,,T18-19DT,M,75,Single-ply,S,Full Power,National
Standard,127.5,,,T18-19DT,M,75,Single-ply,B,Full Power,National
Standard,177.5,,,T18-19DT,M,75,Single-ply,D,Full Power,National
Standard,497.5,,,T18-19DT,M,75,Single-ply,Total,Full Power,National
Dec Templeton,132.5,27/07/2025,East Midlands,T18-19DT,M,75,Single-ply,B,Single Lift,National
Standard,177.5,,,T18-19DT,M,75,Single-ply,D,Single Lift,National
Standard,210,,,T18-19DT,M,82.5,Single-ply,S,Full Power,National
Standard,132.5,,,T18-19DT,M,82.5,Single-ply,B,Full Power,National
Standard,185,,,T18-19DT,M,82.5,Single-ply,D,Full Power,National
Standard,520,,,T18-19DT,M,82.5,Single-ply,Total,Full Power,National
Standard,132.5,,,T18-19DT,M,82.5,Single-ply,B,Single Lift,National
Standard,185,,,T18-19DT,M,82.5,Single-ply,D,Single Lift,National
Standard,215,,,T18-19DT,M,90,Single-ply,S,Full Power,National
Standard,135,,,T18-19DT,M,90,Single-ply,B,Full Power,National
Standard,190,,,T18-19DT,M,90,Single-ply,D,Full Power,National
Standard,532.5,,,T18-19DT,M,90,Single-ply,Total,Full Power,National
Standard,135,,,T18-19DT,M,90,Single-ply,B,Single Lift,National
Standard,190,,,T18-19DT,M,90,Single-ply,D,Single Lift,National
Standard,225,,,T18-19DT,M,100,Single-ply,S,Full Power,National
Standard,142.5,,,T18-19DT,M,100,Single-ply,B,Full Power,National
Standard,195,,,T18-19DT,M,100,Single-ply,D,Full Power,National
Standard,555,,,T18-19DT,M,100,Single-ply,Total,Full Power,National
Standard,142.5,,,T18-19DT,M,100,Single-ply,B,Single Lift,National
Standard,195,,,T18-19DT,M,100,Single-ply,D,Single Lift,National
Standard,295,,,T18-19DT,M,110,Single-ply,S,Full Power,National
Standard,147.5,,,T18-19DT,M,110,Single-ply,B,Full Power,National
Standard,230,,,T18-19DT,M,110,Single-ply,D,Full Power,National
Standard,670,,,T18-19DT,M,110,Single-ply,Total,Full Power,National
Standard,145,,,T18-19DT,M,110,Single-ply,B,Single Lift,National
Standard,202.5,,,T18-19DT,M,110,Single-ply,D,Single Lift,National
Standard,237.5,,,T18-19DT,M,125,Single-ply,S,Full Power,National
Standard,147.5,,,T18-19DT,M,125,Single-ply,B,Full Power,National
Standard,207.5,,,T18-19DT,M,125,Single-ply,D,Full Power,National
Standard,587.5,,,T18-19DT,M,125,Single-ply,Total,Full Power,National
Standard,147.5,,,T18-19DT,M,125,Single-ply,B,Single Lift,National
Standard,207.5,,,T18-19DT,M,125,Single-ply,D,Single Lift,National
Standard,242.5,,,T18-19DT,M,140,Single-ply,S,Full Power,National
Standard,152.5,,,T18-19DT,M,140,Single-ply,B,Full Power,National
Standard,212.5,,,T18-19DT,M,140,Single-ply,D,Full Power,National
Standard,602.5,,,T18-19DT,M,140,Single-ply,Total,Full Power,National
Standard,152.5,,,T18-19DT,M,140,Single-ply,B,Single Lift,National
Standard,212.5,,,T18-19DT,M,140,Single-ply,D,Single Lift,National
Standard,247.5,,,T18-19DT,M,140+,Single-ply,S,Full Power,National
Standard,155,,,T18-19DT,M,140+,Single-ply,B,Full Power,National
Standard,217.5,,,T18-19DT,M,140+,Single-ply,D,Full Power,National
Standard,617.5,,,T18-19DT,M,140+,Single-ply,Total,Full Power,National
Standard,155,,,T18-19DT,M,140+,Single-ply,B,Single Lift,National
Standard,217.5,,,T18-19DT,M,140+,Single-ply,D,Single Lift,National
Standard,142.5,,,Junior,M,52,Single-ply,S,Full Power,National
Standard,92.5,,,Junior,M,52,Single-ply,B,Full Power,National
Standard,127.5,,,Junior,M,52,Single-ply,D,Full Power,National
Standard,357.5,,,Junior,M,52,Single-ply,Total,Full Power,National
Standard,92.5,,,Junior,M,52,Single-ply,B,Single Lift,National
Standard,127.5,,,Junior,M,52,Single-ply,D,Single Lift,National
Standard,172.5,,,Junior,M,56,Single-ply,S,Full Power,National
Standard,107.5,,,Junior,M,56,Single-ply,B,Full Power,National
Standard,150,,,Junior,M,56,Single-ply,D,Full Power,National
Standard,425,,,Junior,M,56,Single-ply,Total,Full Power,National
Standard,107.5,,,Junior,M,56,Single-ply,B,Single Lift,National
Standard,150,,,Junior,M,56,Single-ply,D,Single Lift,National
Standard,197.5,,,Junior,M,60,Single-ply,S,Full Power,National
Standard,125,,,Junior,M,60,Single-ply,B,Full Power,National
Standard,175,,,Junior,M,60,Single-ply,D,Full Power,National
Standard,490,,,Junior,M,60,Single-ply,Total,Full Power,National
Standard,125,,,Junior,M,60,Single-ply,B,Single Lift,National
Standard,175,,,Junior,M,60,Single-ply,D,Single Lift,National
Standard,215,,,Junior,M,67.5,Single-ply,S,Full Power,National
Standard,135,,,Junior,M,67.5,Single-ply,B,Full Power,National
Standard,190,,,Junior,M,67.5,Single-ply,D,Full Power,National
Standard,532.5,,,Junior,M,67.5,Single-ply,Total,Full Power,National
Standard,135,,,Junior,M,67.5,Single-ply,B,Single Lift,National
Standard,190,,,Junior,M,67.5,Single-ply,D,Single Lift,National
Standard,247.5,,,Junior,M,75,Single-ply,S,Full Power,National
Standard,155,,,Junior,M,75,Single-ply,B,Full Power,National
Standard,217.5,,,Junior,M,75,Single-ply,D,Full Power,National
Standard,617.5,,,Junior,M,75,Single-ply,Total,Full Power,National
Standard,155,,,Junior,M,75,Single-ply,B,Single Lift,National
Standard,217.5,,,Junior,M,75,Single-ply,D,Single Lift,National
Standard,267.5,,,Junior,M,82.5,Single-ply,S,Full Power,National
Standard,167.5,,,Junior,M,82.5,Single-ply,B,Full Power,National
Standard,235,,,Junior,M,82.5,Single-ply,D,Full Power,National
Standard,662.5,,,Junior,M,82.5,Single-ply,Total,Full Power,National
Standard,167.5,,,Junior,M,82.5,Single-ply,B,Single Lift,National
Standard,235,,,Junior,M,82.5,Single-ply,D,Single Lift,National
Standard,275,,,Junior,M,90,Single-ply,S,Full Power,National
Standard,172.5,,,Junior,M,90,Single-ply,B,Full Power,National
Standard,240,,,Junior,M,90,Single-ply,D,Full Power,National
Standard,680,,,Junior,M,90,Single-ply,Total,Full Power,National
Standard,172.5,,,Junior,M,90,Single-ply,B,Single Lift,National
Standard,240,,,Junior,M,90,Single-ply,D,Single Lift,National
Standard,285,,,Junior,M,100,Single-ply,S,Full Power,National
Standard,180,,,Junior,M,100,Single-ply,B,Full Power,National
Standard,247.5,,,Junior,M,100,Single-ply,D,Full Power,National
Standard,707.5,,,Junior,M,100,Single-ply,Total,Full Power,National
Standard,180,,,Junior,M,100,Single-ply,B,Single Lift,National
Standard,247.5,,,Junior,M,100,Single-ply,D,Single Lift,National
Standard,300,,,Junior,M,110,Single-ply,S,Full Power,National
Standard,190,,,Junior,M,110,Single-ply,B,Full Power,National
Standard,265,,,Junior,M,110,Single-ply,D,Full Power,National
Standard,750,,,Junior,M,110,Single-ply,Total,Full Power,National
Standard,190,,,Junior,M,110,Single-ply,B,Single Lift,National
Standard,265,,,Junior,M,110,Single-ply,D,Single Lift,National
Standard,315,,,Junior,M,125,Single-ply,S,Full Power,National
Standard,195,,,Junior,M,125,Single-ply,B,Full Power,National
Standard,275,,,Junior,M,125,Single-ply,D,Full Power,National
Standard,780,,,Junior,M,125,Single-ply,Total,Full Power,National
Standard,195,,,Junior,M,125,Single-ply,B,Single Lift,National
Standard,275,,,Junior,M,125,Single-ply,D,Single Lift,National
Standard,327.5,,,Junior,M,140,Single-ply,S,Full Power,National
Standard,205,,,Junior,M,140,Single-ply,B,Full Power,National
Standard,285,,,Junior,M,140,Single-ply,D,Full Power,National
Standard,812.5,,,Junior,M,140,Single-ply,Total,Full Power,National
Standard,205,,,Junior,M,140,Single-ply,B,Single Lift,National
Standard,285,,,Junior,M,140,Single-ply,D,Single Lift,National
Standard,332.5,,,Junior,M,140+,Single-ply,S,Full Power,National
Standard,210,,,Junior,M,140+,Single-ply,B,Full Power,National
Standard,292.5,,,Junior,M,140+,Single-ply,D,Full Power,National
Standard,830,,,Junior,M,140+,Single-ply,Total,Full Power,National
Standard,210,,,Junior,M,140+,Single-ply,B,Single Lift,National
Standard,292.5,,,Junior,M,140+,Single-ply,D,Single Lift,National
Standard,110,,,JuniorDT,M,52,Single-ply,S,Full Power,National
Standard,70,,,JuniorDT,M,52,Single-ply,B,Full Power,National
Standard,95,,,JuniorDT,M,52,Single-ply,D,Full Power,National
Standard,270,,,JuniorDT,M,52,Single-ply,Total,Full Power,National
Standard,70,,,JuniorDT,M,52,Single-ply,B,Single Lift,National
Standard,95,,,JuniorDT,M,52,Single-ply,D,Single Lift,National
Standard,142.5,,,JuniorDT,M,56,Single-ply,S,Full Power,National
Standard,92.5,,,JuniorDT,M,56,Single-ply,B,Full Power,National
Standard,127.5,,,JuniorDT,M,56,Single-ply,D,Full Power,National
Standard,357.5,,,JuniorDT,M,56,Single-ply,Total,Full Power,National
Standard,92.5,,,JuniorDT,M,56,Single-ply,B,Single Lift,National
Standard,127.5,,,JuniorDT,M,56,Single-ply,D,Single Lift,National
Standard,197.5,,,JuniorDT,M,60,Single-ply,S,Full Power,National
Standard,125,,,JuniorDT,M,60,Single-ply,B,Full Power,National
Standard,175,,,JuniorDT,M,60,Single-ply,D,Full Power,National
Standard,492.5,,,JuniorDT,M,60,Single-ply,Total,Full Power,National
Standard,125,,,JuniorDT,M,60,Single-ply,B,Single Lift,National
Standard,175,,,JuniorDT,M,60,Single-ply,D,Single Lift,National
Standard,215,,,JuniorDT,M,67.5,Single-ply,S,Full Power,National
Standard,137.5,,,JuniorDT,M,67.5,Single-ply,B,Full Power,National
Standard,190,,,JuniorDT,M,67.5,Single-ply,D,Full Power,National
Standard,535,,,JuniorDT,M,67.5,Single-ply,Total,Full Power,National
Standard,137.5,,,JuniorDT,M,67.5,Single-ply,B,Single Lift,National
Standard,190,,,JuniorDT,M,67.5,Single-ply,D,Single Lift,National
Standard,235,,,JuniorDT,M,75,Single-ply,S,Full Power,National
Standard,147.5,,,JuniorDT,M,75,Single-ply,B,Full Power,National
Standard,205,,,JuniorDT,M,75,Single-ply,D,Full Power,National
Standard,582.5,,,JuniorDT,M,75,Single-ply,Total,Full Power,National
Standard,147.5,,,JuniorDT,M,75,Single-ply,B,Single Lift,National
Standard,205,,,JuniorDT,M,75,Single-ply,D,Single Lift,National
Standard,245,,,JuniorDT,M,82.5,Single-ply,S,Full Power,National
Standard,152.5,,,JuniorDT,M,82.5,Single-ply,B,Full Power,National
Standard,215,,,JuniorDT,M,82.5,Single-ply,D,Full Power,National
Standard,610,,,JuniorDT,M,82.5,Single-ply,Total,Full Power,National
Standard,152.5,,,JuniorDT,M,82.5,Single-ply,B,Single Lift,National
Standard,215,,,JuniorDT,M,82.5,Single-ply,D,Single Lift,National
Standard,252.5,,,JuniorDT,M,90,Single-ply,S,Full Power,National
Standard,157.5,,,JuniorDT,M,90,Single-ply,B,Full Power,National
Standard,222.5,,,JuniorDT,M,90,Single-ply,D,Full Power,National
Standard,625,,,JuniorDT,M,90,Single-ply,Total,Full Power,National
Ben Hartley,185,27/07/2025,East Midlands,JuniorDT,M,90,Single-ply,B,Single Lift,National
Ben Hartley,222.5,27/07/2025,East Midlands,JuniorDT,M,90,Single-ply,D,Single Lift,National
Standard,262.5,,,JuniorDT,M,100,Single-ply,S,Full Power,National
Standard,165,,,JuniorDT,M,100,Single-ply,B,Full Power,National
Standard,230,,,JuniorDT,M,100,Single-ply,D,Full Power,National
Standard,652.5,,,JuniorDT,M,100,Single-ply,Total,Full Power,National
Standard,165,,,JuniorDT,M,100,Single-ply,B,Single Lift,National
Standard,230,,,JuniorDT,M,100,Single-ply,D,Single Lift,National
Standard,272.5,,,JuniorDT,M,110,Single-ply,S,Full Power,National
Standard,170,,,JuniorDT,M,110,Single-ply,B,Full Power,National
Standard,237.5,,,JuniorDT,M,110,Single-ply,D,Full Power,National
Standard,672.5,,,JuniorDT,M,110,Single-ply,Total,Full Power,National
James Lovell,190,12/04/2026,East Midlands,JuniorDT,M,110,Single-ply,B,Single Lift,National
James Lovell,250,12/04/2026,East Midlands,JuniorDT,M,110,Single-ply,D,Single Lift,National
Standard,277.5,,,JuniorDT,M,125,Single-ply,S,Full Power,National
Standard,175,,,JuniorDT,M,125,Single-ply,B,Full Power,National
Standard,242.5,,,JuniorDT,M,125,Single-ply,D,Full Power,National
Standard,690,,,JuniorDT,M,125,Single-ply,Total,Full Power,National
Standard,175,,,JuniorDT,M,125,Single-ply,B,Single Lift,National
Standard,242.5,,,JuniorDT,M,125,Single-ply,D,Single Lift,National
Standard,285,,,JuniorDT,M,140,Single-ply,S,Full Power,National
Standard,180,,,JuniorDT,M,140,Single-ply,B,Full Power,National
Standard,247.5,,,JuniorDT,M,140,Single-ply,D,Full Power,National
Standard,707.5,,,JuniorDT,M,140,Single-ply,Total,Full Power,National
Standard,180,,,JuniorDT,M,140,Single-ply,B,Single Lift,National
Standard,247.5,,,JuniorDT,M,140,Single-ply,D,Single Lift,National
Standard,290,,,JuniorDT,M,140+,Single-ply,S,Full Power,National
Standard,182.5,,,JuniorDT,M,140+,Single-ply,B,Full Power,National
Standard,255,,,JuniorDT,M,140+,Single-ply,D,Full Power,National
Standard,722.5,,,JuniorDT,M,140+,Single-ply,Total,Full Power,National
Standard,182.5,,,JuniorDT,M,140+,Single-ply,B,Single Lift,National
Standard,255,,,JuniorDT,M,140+,Single-ply,D,Single Lift,National
Standard,147.5,,,M40-49,M,52,Single-ply,S,Full Power,National
Standard,95,,,M40-49,M,52,Single-ply,B,Full Power,National
Standard,130,,,M40-49,M,52,Single-ply,D,Full Power,National
Standard,367.5,,,M40-49,M,52,Single-ply,Total,Full Power,National
Standard,95,,,M40-49,M,52,Single-ply,B,Single Lift,National
Standard,130,,,M40-49,M,52,Single-ply,D,Single Lift,National
Standard,177.5,,,M40-49,M,56,Single-ply,S,Full Power,National
Standard,110,,,M40-49,M,56,Single-ply,B,Full Power,National
Standard,155,,,M40-49,M,56,Single-ply,D,Full Power,National
Standard,435,,,M40-49,M,56,Single-ply,Total,Full Power,National
Standard,110,,,M40-49,M,56,Single-ply,B,Single Lift,National
Standard,155,,,M40-49,M,56,Single-ply,D,Single Lift,National
Standard,202.5,,,M40-49,M,60,Single-ply,S,Full Power,National
Standard,127.5,,,M40-49,M,60,Single-ply,B,Full Power,National
Standard,180,,,M40-49,M,60,Single-ply,D,Full Power,National
Standard,505,,,M40-49,M,60,Single-ply,Total,Full Power,National
Standard,127.5,,,M40-49,M,60,Single-ply,B,Single Lift,National
Standard,180,,,M40-49,M,60,Single-ply,D,Single Lift,National
Standard,222.5,,,M40-49,M,67.5,Single-ply,S,Full Power,National
Standard,140,,,M40-49,M,67.5,Single-ply,B,Full Power,National
Standard,192.5,,,M40-49,M,67.5,Single-ply,D,Full Power,National
Standard,550,,,M40-49,M,67.5,Single-ply,Total,Full Power,National
Standard,140,,,M40-49,M,67.5,Single-ply,B,Single Lift,National
Standard,192.5,,,M40-49,M,67.5,Single-ply,D,Single Lift,National
Standard,255,,,M40-49,M,75,Single-ply,S,Full Power,National
Standard,160,,,M40-49,M,75,Single-ply,B,Full Power,National
Standard,225,,,M40-49,M,75,Single-ply,D,Full Power,National
Standard,635,,,M40-49,M,75,Single-ply,Total,Full Power,National
Standard,160,,,M40-49,M,75,Single-ply,B,Single Lift,National
Standard,225,,,M40-49,M,75,Single-ply,D,Single Lift,National
Standard,275,,,M40-49,M,82.5,Single-ply,S,Full Power,National
Standard,172.5,,,M40-49,M,82.5,Single-ply,B,Full Power,National
Standard,240,,,M40-49,M,82.5,Single-ply,D,Full Power,National
Standard,680,,,M40-49,M,82.5,Single-ply,Total,Full Power,National
Standard,172.5,,,M40-49,M,82.5,Single-ply,B,Single Lift,National
Standard,240,,,M40-49,M,82.5,Single-ply,D,Single Lift,National
Standard,282.5,,,M40-49,M,90,Single-ply,S,Full Power,National
Standard,177.5,,,M40-49,M,90,Single-ply,B,Full Power,National
Standard,245,,,M40-49,M,90,Single-ply,D,Full Power,National
Standard,700,,,M40-49,M,90,Single-ply,Total,Full Power,National
Standard,177.5,,,M40-49,M,90,Single-ply,B,Single Lift,National
Standard,245,,,M40-49,M,90,Single-ply,D,Single Lift,National
Standard,292.5,,,M40-49,M,100,Single-ply,S,Full Power,National
Standard,185,,,M40-49,M,100,Single-ply,B,Full Power,National
Standard,257.5,,,M40-49,M,100,Single-ply,D,Full Power,National
Standard,727.5,,,M40-49,M,100,Single-ply,Total,Full Power,National
Standard,185,,,M40-49,M,100,Single-ply,B,Single Lift,National
Standard,257.5,,,M40-49,M,100,Single-ply,D,Single Lift,National
Standard,310,,,M40-49,M,110,Single-ply,S,Full Power,National
Standard,192.5,,,M40-49,M,110,Single-ply,B,Full Power,National
Standard,272.5,,,M40-49,M,110,Single-ply,D,Full Power,National
Standard,770,,,M40-49,M,110,Single-ply,Total,Full Power,National
Standard,192.5,,,M40-49,M,110,Single-ply,B,Single Lift,National
Standard,272.5,,,M40-49,M,110,Single-ply,D,Single Lift,National
Standard,322.5,,,M40-49,M,125,Single-ply,S,Full Power,National
Standard,202.5,,,M40-49,M,125,Single-ply,B,Full Power,National
Standard,282.5,,,M40-49,M,125,Single-ply,D,Full Power,National
Standard,802.5,,,M40-49,M,125,Single-ply,Total,Full Power,National
Standard,202.5,,,M40-49,M,125,Single-ply,B,Single Lift,National
Standard,282.5,,,M40-49,M,125,Single-ply,D,Single Lift,National
Standard,335,,,M40-49,M,140,Single-ply,S,Full Power,National
Standard,210,,,M40-49,M,140,Single-ply,B,Full Power,National
Standard,295,,,M40-49,M,140,Single-ply,D,Full Power,National
Standard,837.5,,,M40-49,M,140,Single-ply,Total,Full Power,National
Standard,210,,,M40-49,M,140,Single-ply,B,Single Lift,National
Standard,295,,,M40-49,M,140,Single-ply,D,Single Lift,National
Standard,342.5,,,M40-49,M,140+,Single-ply,S,Full Power,National
Standard,215,,,M40-49,M,140+,Single-ply,B,Full Power,National
Standard,300,,,M40-49,M,140+,Single-ply,D,Full Power,National
Standard,855,,,M40-49,M,140+,Single-ply,Total,Full Power,National
Standard,215,,,M40-49,M,140+,Single-ply,B,Single Lift,National
Standard,300,,,M40-49,M,140+,Single-ply,D,Single Lift,National
Standard,130,,,M50-59,M,52,Single-ply,S,Full Power,National
Standard,82.5,,,M50-59,M,52,Single-ply,B,Full Power,National
Standard,115,,,M50-59,M,52,Single-ply,D,Full Power,National
Standard,322.5,,,M50-59,M,52,Single-ply,Total,Full Power,National
Standard,82.5,,,M50-59,M,52,Single-ply,B,Single Lift,National
Standard,115,,,M50-59,M,52,Single-ply,D,Single Lift,National
Standard,155,,,M50-59,M,56,Single-ply,S,Full Power,National
Standard,97.5,,,M50-59,M,56,Single-ply,B,Full Power,National
Standard,137.5,,,M50-59,M,56,Single-ply,D,Full Power,National
Standard,382.5,,,M50-59,M,56,Single-ply,Total,Full Power,National
Standard,97.5,,,M50-59,M,56,Single-ply,B,Single Lift,National
Standard,137.5,,,M50-59,M,56,Single-ply,D,Single Lift,National
Standard,180,,,M50-59,M,60,Single-ply,S,Full Power,National
Standard,112.5,,,M50-59,M,60,Single-ply,B,Full Power,National
Standard,157.5,,,M50-59,M,60,Single-ply,D,Full Power,National
Standard,442.5,,,M50-59,M,60,Single-ply,Total,Full Power,National
Standard,112.5,,,M50-59,M,60,Single-ply,B,Single Lift,National
Standard,157.5,,,M50-59,M,60,Single-ply,D,Single Lift,National
Standard,195,,,M50-59,M,67.5,Single-ply,S,Full Power,National
Standard,122.5,,,M50-59,M,67.5,Single-ply,B,Full Power,National
Standard,172.5,,,M50-59,M,67.5,Single-ply,D,Full Power,National
Standard,482.5,,,M50-59,M,67.5,Single-ply,Total,Full Power,National
Standard,122.5,,,M50-59,M,67.5,Single-ply,B,Single Lift,National
Standard,172.5,,,M50-59,M,67.5,Single-ply,D,Single Lift,National
Standard,225,,,M50-59,M,75,Single-ply,S,Full Power,National
Standard,142.5,,,M50-59,M,75,Single-ply,B,Full Power,National
Standard,195,,,M50-59,M,75,Single-ply,D,Full Power,National
Standard,557.5,,,M50-59,M,75,Single-ply,Total,Full Power,National
Standard,142.5,,,M50-59,M,75,Single-ply,B,Single Lift,National
Standard,195,,,M50-59,M,75,Single-ply,D,Single Lift,National
Standard,240,,,M50-59,M,82.5,Single-ply,S,Full Power,National
Standard,150,,,M50-59,M,82.5,Single-ply,B,Full Power,National
Standard,210,,,M50-59,M,82.5,Single-ply,D,Full Power,National
Standard,597.5,,,M50-59,M,82.5,Single-ply,Total,Full Power,National
Standard,152.5,,,M50-59,M,82.5,Single-ply,B,Single Lift,National
Standard,210,,,M50-59,M,82.5,Single-ply,D,Single Lift,National
Standard,247.5,,,M50-59,M,90,Single-ply,S,Full Power,National
Standard,155,,,M50-59,M,90,Single-ply,B,Full Power,National
Standard,217.5,,,M50-59,M,90,Single-ply,D,Full Power,National
Standard,615,,,M50-59,M,90,Single-ply,Total,Full Power,National
Standard,155,,,M50-59,M,90,Single-ply,B,Single Lift,National
